Cliente ID,Edad,Genero,Item Comprado,Categoria,Cantidad de Compra (USD),Ubicacion,Tamaño,Color,Temporada,Calificacion de Reviews,Status de Suscripcion,Tipo de Envio,Descuento Aplicado ,Promocion Usada,Compras Anteriores,Metodo de Pago,Frecuencia de Compras
3197,24,Femenino,Cinto,Accesorios,59,Wisconsin,L,Maroon,Invierno,2.8,No,Express,No,No,21,Tarjeta de Debito,Quincena
3198,27,Femenino,Sueter,Vestimenta,71,Maine,M,Teal,Primavera,3.2,No,Envio Gratis,No,No,29,Tarjeta de Credito,Cada 3 Meses
3199,61,Femenino,Guantes,Accesorios,94,Pennsylvania,L,Durazno,Invierno,2.8,No,Envio Gratis,No,No,39,Tarjeta de Debito,Semanalmente
3200,59,Femenino,Bolsa,Accesorios,40,Maine,XL,Rosa,Invierno,4.2,No,Express,No,No,16,PayPal,Mensualmente
3201,67,Femenino,Calcetines,Vestimenta,24,Missouri,L,Negro,Primavera,4.8,No,Envio Gratis,No,No,32,Tarjeta de Credito,Mensualmente
3202,46,Femenino,Pantalones,Vestimenta,38,Vermont,S,Indigo,Otoño,2.8,No,Envio 2-Dias,No,No,34,Efectivo,Mensualmente
3203,65,Femenino,Bufanda,Accesorios,37,Wisconsin,L,Verde,Otoño,4.5,No,Standard,No,No,38,Venmo,Anualmente
3204,63,Femenino,Abrigo,Ropa exterior,29,New Jersey,L,Teal,Primavera,4.1,No,Express,No,No,14,Venmo,Anualmente
3205,57,Femenino,Chaqueta,Ropa exterior,92,New Mexico,XL,Lavender,Otoño,4.3,No,Envio Gratis,No,No,23,Tarjeta de Debito,Cada 2 semanas
3206,40,Femenino,Hoodie,Vestimenta,24,Colorado,XL,Magenta,Otoño,4.4,No,Envio 2-Dias,No,No,50,Transferencia Bancaria ,Cada 3 Meses
3207,36,Femenino,Botas,Calzado,52,California,M,Cafe,Invierno,3,No,Envio Gratis,No,No,49,PayPal,Mensualmente
3208,67,Femenino,Calcetines,Vestimenta,29,Arizona,XL,Beige,Verano,2.7,No,Envio Dia Siguiente,No,No,14,PayPal,Anualmente
3209,61,Femenino,Joyeria,Accesorios,30,Indiana,L,Indigo,Invierno,3.3,No,Envio 2-Dias,No,No,42,PayPal,Semanalmente
3210,64,Femenino,Zapatos,Calzado,31,Arkansas,L,Durazno,Otoño,4.3,No,Standard,No,No,39,Tarjeta de Debito,Anualmente
3211,30,Femenino,Calcetines,Vestimenta,67,Nevada,M,Magenta,Verano,2.9,No,Express,No,No,43,Venmo,Cada 2 semanas
3212,53,Femenino,Pantalones,Vestimenta,65,Rhode Island,L,Turquesa,Invierno,4.9,No,Standard,No,No,12,Efectivo,Mensualmente
3213,27,Femenino,Tennis,Calzado,22,Wyoming,M,Indigo,Invierno,3.6,No,Envio 2-Dias,No,No,21,Tarjeta de Debito,Semanalmente
3214,27,Femenino,Lentes de sol,Accesorios,56,Texas,M,Cafe,Invierno,3.3,No,Standard,No,No,33,Tarjeta de Credito,Mensualmente
3215,53,Femenino,Falda,Vestimenta,78,Washington,M,Amarillo,Primavera,3.1,No,Envio Gratis,No,No,6,Tarjeta de Debito,Anualmente
3216,34,Femenino,Abrigo,Ropa exterior,90,Rhode Island,M,Magenta,Verano,2.7,No,Envio Gratis,No,No,10,PayPal,Cada 3 Meses
3217,39,Femenino,Hoodie,Vestimenta,85,Illinois,S,Olive,Invierno,3.4,No,Envio Dia Siguiente,No,No,18,Efectivo,Semanalmente
3218,44,Femenino,Lentes de sol,Accesorios,58,Oregon,M,Plateado,Otoño,3.4,No,Express,No,No,46,Venmo,Semanalmente
3219,37,Femenino,Falda,Vestimenta,34,Florida,M,Teal,Otoño,3.9,No,Express,No,No,49,PayPal,Mensualmente
3220,57,Femenino,Abrigo,Ropa exterior,40,Kansas,L,Blanco,Verano,3.5,No,Envio 2-Dias,No,No,39,Tarjeta de Credito,Semanalmente
3221,38,Femenino,Bolsa,Accesorios,29,North Dakota,M,Azul,Otoño,4.1,No,Envio Gratis,No,No,16,Efectivo,Mensualmente
3222,21,Femenino,Playera,Vestimenta,76,New Hampshire,M,Amarillo,Invierno,3.2,No,Standard,No,No,28,Efectivo,Anualmente
3223,45,Femenino,Lentes de sol,Accesorios,84,Texas,S,Maroon,Otoño,4.6,No,Recojer en Tienda,No,No,22,PayPal,Trimestral
3224,68,Femenino,Camiseta,Vestimenta,65,Montana,S,Gris,Primavera,3.9,No,Standard,No,No,36,Venmo,Cada 2 semanas
3225,37,Femenino,Hoodie,Vestimenta,80,Delaware,L,Indigo,Invierno,2.7,No,Envio Gratis,No,No,18,PayPal,Mensualmente
3226,53,Femenino,Blusa,Vestimenta,98,New Hampshire,M,Rosa,Otoño,3,No,Recojer en Tienda,No,No,31,Tarjeta de Credito,Semanalmente
3227,57,Femenino,Tennis,Calzado,71,Minnesota,XL,Beige,Primavera,3.3,No,Envio Dia Siguiente,No,No,38,Transferencia Bancaria ,Quincena
3228,28,Femenino,Bufanda,Accesorios,69,Alaska,XL,Blanco,Otoño,2.7,No,Envio Gratis,No,No,42,Tarjeta de Debito,Trimestral
3229,37,Femenino,Joyeria,Accesorios,95,Connecticut,M,Amarillo,Primavera,4.6,No,Envio 2-Dias,No,No,27,PayPal,Anualmente
3230,54,Femenino,Pantalones,Vestimenta,67,Connecticut,M,Teal,Otoño,2.7,No,Express,No,No,24,Efectivo,Mensualmente
3231,49,Femenino,Tennis,Calzado,49,Kansas,M,Olive,Verano,2.5,No,Envio Dia Siguiente,No,No,38,Tarjeta de Debito,Anualmente
3232,62,Femenino,Zapatos,Calzado,97,Nevada,M,Maroon,Invierno,4.4,No,Envio Gratis,No,No,9,Tarjeta de Credito,Anualmente
3233,45,Femenino,Playera,Vestimenta,34,Massachusetts,M,Blanco,Primavera,4,No,Envio Dia Siguiente,No,No,19,Transferencia Bancaria ,Mensualmente
3234,45,Femenino,Cinto,Accesorios,74,Indiana,M,Lavender,Otoño,3.8,No,Express,No,No,11,Tarjeta de Debito,Cada 2 semanas
3235,49,Femenino,Joyeria,Accesorios,96,Washington,M,Negro,Invierno,2.5,No,Envio 2-Dias,No,No,16,Tarjeta de Debito,Trimestral
3236,27,Femenino,Cinto,Accesorios,68,Kansas,M,Verde,Verano,4,No,Envio Gratis,No,No,18,Venmo,Mensualmente
3237,63,Femenino,Cinto,Accesorios,84,South Carolina,L,Olive,Otoño,4.1,No,Envio Dia Siguiente,No,No,8,Efectivo,Mensualmente
3238,61,Femenino,Playera,Vestimenta,57,Vermont,M,Gris,Verano,2.8,No,Express,No,No,4,Efectivo,Semanalmente
3239,25,Femenino,Tennis,Calzado,84,Wyoming,XL,Teal,Otoño,3.4,No,Envio 2-Dias,No,No,37,Efectivo,Trimestral
3240,33,Femenino,Lentes de sol,Accesorios,32,Colorado,M,Charcoal,Otoño,2.7,No,Envio 2-Dias,No,No,30,Efectivo,Mensualmente
3241,56,Femenino,Sandalias,Calzado,37,West Virginia,M,Violeta,Otoño,3.8,No,Envio 2-Dias,No,No,37,Transferencia Bancaria ,Mensualmente
3242,50,Femenino,Bolsa,Accesorios,58,Connecticut,M,Lavender,Verano,4.4,No,Recojer en Tienda,No,No,30,PayPal,Trimestral
3243,45,Femenino,Calcetines,Vestimenta,74,Oregon,S,Beige,Otoño,2.8,No,Express,No,No,17,Venmo,Semanalmente
3244,45,Femenino,Hoodie,Vestimenta,99,Idaho,L,Negro,Verano,5,No,Recojer en Tienda,No,No,11,Transferencia Bancaria ,Cada 3 Meses
3245,65,Femenino,Sueter,Vestimenta,81,Arkansas,M,Negro,Otoño,4.7,No,Express,No,No,42,Tarjeta de Credito,Anualmente
3246,63,Femenino,Pantalones,Vestimenta,76,Kansas,M,Morado,Otoño,3.2,No,Envio Dia Siguiente,No,No,20,Efectivo,Semanalmente
3247,70,Femenino,Tennis,Calzado,98,Michigan,M,Magenta,Verano,2.9,No,Recojer en Tienda,No,No,37,Efectivo,Mensualmente
3248,53,Femenino,Guantes,Accesorios,91,Arkansas,M,Teal,Verano,3.7,No,Express,No,No,12,PayPal,Quincena
3249,22,Femenino,Playera,Vestimenta,79,Pennsylvania,S,Teal,Verano,4.2,No,Envio Gratis,No,No,41,Transferencia Bancaria ,Trimestral
3250,26,Femenino,Mochila,Accesorios,83,Virginia,M,Rosa,Verano,3.4,No,Express,No,No,32,Tarjeta de Credito,Trimestral
3251,23,Femenino,Abrigo,Ropa exterior,90,Minnesota,M,Teal,Primavera,2.9,No,Envio 2-Dias,No,No,15,Venmo,Semanalmente
3252,25,Femenino,Abrigo,Ropa exterior,20,Nevada,M,Dorado,Invierno,3.7,No,Standard,No,No,39,Venmo,Trimestral
3253,69,Femenino,Sandalias,Calzado,21,Montana,L,Cafe,Primavera,2.7,No,Recojer en Tienda,No,No,48,Tarjeta de Credito,Quincena
3254,36,Femenino,Mochila,Accesorios,60,Nebraska,M,Cafe,Otoño,3.2,No,Envio 2-Dias,No,No,8,Venmo,Quincena
3255,21,Femenino,Sueter,Vestimenta,31,Indiana,S,Magenta,Invierno,4.9,No,Recojer en Tienda,No,No,11,Transferencia Bancaria ,Cada 3 Meses
3256,57,Femenino,Shorts,Vestimenta,40,New Jersey,M,Negro,Otoño,2.8,No,Envio Dia Siguiente,No,No,36,Transferencia Bancaria ,Mensualmente
3257,60,Femenino,Lentes de sol,Accesorios,26,Wisconsin,L,Teal,Invierno,4.7,No,Envio Gratis,No,No,50,Venmo,Cada 3 Meses
3258,44,Femenino,Camiseta,Vestimenta,98,Minnesota,M,Cafe,Otoño,3.3,No,Express,No,No,39,Venmo,Cada 3 Meses
3259,31,Femenino,Zapatos,Calzado,51,New Jersey,M,Magenta,Primavera,4.3,No,Express,No,No,11,Tarjeta de Credito,Cada 2 semanas
3260,57,Femenino,Sombrero,Accesorios,95,Oklahoma,XL,Indigo,Otoño,3.7,No,Envio 2-Dias,No,No,5,Tarjeta de Debito,Cada 3 Meses
3261,39,Femenino,Bufanda,Accesorios,36,Wisconsin,M,Violeta,Verano,4.5,No,Envio 2-Dias,No,No,7,Tarjeta de Credito,Anualmente
3262,48,Femenino,Cinto,Accesorios,52,Rhode Island,L,Cyan,Invierno,3.4,No,Recojer en Tienda,No,No,50,Tarjeta de Debito,Semanalmente
3263,42,Femenino,Playera,Vestimenta,35,Indiana,M,Violeta,Primavera,2.7,No,Standard,No,No,21,Efectivo,Cada 3 Meses
3264,56,Femenino,Shorts,Vestimenta,68,Vermont,S,Negro,Otoño,4.4,No,Express,No,No,31,Tarjeta de Debito,Quincena
3265,28,Femenino,Pantalones,Vestimenta,50,Maine,S,Charcoal,Invierno,4,No,Express,No,No,39,Efectivo,Cada 2 semanas
3266,40,Femenino,Lentes de sol,Accesorios,100,Alabama,M,Blanco,Invierno,3.2,No,Express,No,No,28,Tarjeta de Credito,Quincena
3267,49,Femenino,Abrigo,Ropa exterior,74,Alabama,S,Gris,Invierno,4.2,No,Envio Dia Siguiente,No,No,33,Transferencia Bancaria ,Semanalmente
3268,37,Femenino,Hoodie,Vestimenta,45,Idaho,L,Rosa,Invierno,3,No,Recojer en Tienda,No,No,42,Tarjeta de Credito,Trimestral
3269,22,Femenino,Vestido,Vestimenta,97,Arkansas,M,Cyan,Otoño,2.8,No,Envio Gratis,No,No,5,Transferencia Bancaria ,Cada 3 Meses
3270,27,Femenino,Blusa,Vestimenta,60,Ohio,M,Azul,Invierno,4.9,No,Express,No,No,25,Efectivo,Mensualmente
3271,59,Femenino,Calcetines,Vestimenta,25,Illinois,M,Indigo,Invierno,4.7,No,Express,No,No,48,PayPal,Anualmente
3272,35,Femenino,Calcetines,Vestimenta,55,Nevada,XL,Magenta,Primavera,4.4,No,Standard,No,No,30,Tarjeta de Credito,Semanalmente
3273,58,Femenino,Zapatos,Calzado,99,Texas,M,Lavender,Invierno,3.1,No,Envio Dia Siguiente,No,No,34,PayPal,Trimestral
3274,58,Femenino,Cinto,Accesorios,45,Nevada,S,Naranja,Verano,2.6,No,Envio Gratis,No,No,34,PayPal,Cada 3 Meses
3275,46,Femenino,Sueter,Vestimenta,20,Oklahoma,M,Cyan,Primavera,3.9,No,Recojer en Tienda,No,No,14,Efectivo,Quincena
3276,43,Femenino,Pantalones,Vestimenta,88,Alabama,XL,Verde,Verano,2.6,No,Envio 2-Dias,No,No,2,Tarjeta de Debito,Semanalmente
3277,39,Femenino,Bufanda,Accesorios,99,South Dakota,M,Blanco,Verano,4,No,Recojer en Tienda,No,No,41,PayPal,Cada 3 Meses
3278,59,Femenino,Falda,Vestimenta,86,Texas,M,Azul,Primavera,4.9,No,Recojer en Tienda,No,No,3,Tarjeta de Credito,Mensualmente
3279,59,Femenino,Vestido,Vestimenta,70,Montana,M,Negro,Verano,3.3,No,Envio 2-Dias,No,No,18,Transferencia Bancaria ,Semanalmente
3280,59,Femenino,Sombrero,Accesorios,50,Wyoming,S,Rojo,Otoño,3,No,Express,No,No,1,Tarjeta de Debito,Quincena
3281,45,Femenino,Bolsa,Accesorios,57,New York,L,Rojo,Invierno,2.7,No,Envio Dia Siguiente,No,No,5,PayPal,Mensualmente
3282,27,Femenino,Pantalones,Vestimenta,69,Oregon,L,Dorado,Invierno,3.1,No,Envio Gratis,No,No,41,Transferencia Bancaria ,Anualmente
3283,24,Femenino,Playera,Vestimenta,94,California,M,Rojo,Otoño,4.8,No,Envio Dia Siguiente,No,No,5,Tarjeta de Credito,Mensualmente
3284,47,Femenino,Chaqueta,Ropa exterior,24,North Carolina,L,Morado,Primavera,2.9,No,Express,No,No,10,Tarjeta de Debito,Cada 3 Meses
3285,70,Femenino,Bufanda,Accesorios,79,Kentucky,L,Blanco,Primavera,4.5,No,Envio 2-Dias,No,No,20,Venmo,Anualmente
3286,58,Femenino,Sombrero,Accesorios,31,Hawaii,XL,Magenta,Otoño,4.6,No,Envio Gratis,No,No,11,Efectivo,Semanalmente
3287,45,Femenino,Chaqueta,Ropa exterior,67,Illinois,L,Rosa,Invierno,5,No,Express,No,No,4,Venmo,Quincena
3288,24,Femenino,Falda,Vestimenta,63,West Virginia,L,Negro,Primavera,4.3,No,Envio 2-Dias,No,No,38,Tarjeta de Credito,Semanalmente
3289,67,Femenino,Bolsa,Accesorios,61,South Carolina,XL,Blanco,Primavera,4.9,No,Envio Dia Siguiente,No,No,19,Tarjeta de Credito,Cada 2 semanas
3290,31,Femenino,Mochila,Accesorios,50,Montana,M,Maroon,Verano,4,No,Envio 2-Dias,No,No,16,Venmo,Cada 3 Meses
3291,52,Femenino,Abrigo,Ropa exterior,82,North Dakota,L,Negro,Primavera,3.1,No,Envio Gratis,No,No,2,PayPal,Mensualmente
3292,29,Femenino,Cinto,Accesorios,51,New Mexico,L,Olive,Otoño,2.6,No,Envio 2-Dias,No,No,11,Efectivo,Mensualmente
3293,62,Femenino,Bolsa,Accesorios,23,Missouri,L,Gris,Primavera,4.9,No,Standard,No,No,18,Transferencia Bancaria ,Quincena
3294,19,Femenino,Abrigo,Ropa exterior,91,West Virginia,M,Dorado,Primavera,3.5,No,Envio 2-Dias,No,No,47,Tarjeta de Credito,Quincena
3295,62,Femenino,Sueter,Vestimenta,60,South Carolina,S,Magenta,Primavera,4.5,No,Recojer en Tienda,No,No,15,Transferencia Bancaria ,Cada 2 semanas
3296,70,Femenino,Blusa,Vestimenta,34,West Virginia,S,Lavender,Verano,2.8,No,Envio Dia Siguiente,No,No,15,Efectivo,Semanalmente
3297,20,Femenino,Blusa,Vestimenta,23,Alaska,M,Verde,Primavera,4.2,No,Envio Dia Siguiente,No,No,47,Venmo,Trimestral
3298,67,Femenino,Cinto,Accesorios,82,West Virginia,M,Violeta,Otoño,4.1,No,Envio Gratis,No,No,47,PayPal,Mensualmente
3299,65,Femenino,Chaqueta,Ropa exterior,73,New Mexico,M,Cafe,Otoño,3.5,No,Express,No,No,6,Transferencia Bancaria ,Cada 3 Meses
3300,45,Femenino,Shorts,Vestimenta,32,South Dakota,L,Teal,Primavera,4,No,Envio 2-Dias,No,No,18,Venmo,Mensualmente
3301,26,Femenino,Sombrero,Accesorios,80,Oklahoma,M,Charcoal,Primavera,4,No,Express,No,No,40,Transferencia Bancaria ,Cada 2 semanas
3302,36,Femenino,Pantalones,Vestimenta,58,Oklahoma,XL,Charcoal,Verano,2.5,No,Envio Gratis,No,No,31,Tarjeta de Credito,Quincena
3303,36,Femenino,Blusa,Vestimenta,82,Alabama,XL,Beige,Invierno,4.2,No,Standard,No,No,31,Venmo,Cada 2 semanas
3304,20,Femenino,Cinto,Accesorios,60,Mississippi,S,Turquesa,Verano,3.4,No,Envio Dia Siguiente,No,No,4,Tarjeta de Credito,Quincena
3305,30,Femenino,Bolsa,Accesorios,79,Mississippi,XL,Naranja,Otoño,4.8,No,Envio Dia Siguiente,No,No,36,Transferencia Bancaria ,Cada 3 Meses
3306,34,Femenino,Hoodie,Vestimenta,41,Nebraska,L,Cyan,Verano,4.9,No,Standard,No,No,31,PayPal,Cada 2 semanas
3307,63,Femenino,Chaqueta,Ropa exterior,39,Colorado,L,Naranja,Verano,3.6,No,Recojer en Tienda,No,No,6,Venmo,Quincena
3308,18,Femenino,Bufanda,Accesorios,36,Pennsylvania,S,Verde,Invierno,4,No,Recojer en Tienda,No,No,1,Efectivo,Mensualmente
3309,55,Femenino,Jeans,Vestimenta,70,Utah,M,Rosa,Otoño,2.6,No,Express,No,No,29,Efectivo,Mensualmente
3310,48,Femenino,Bolsa,Accesorios,47,Massachusetts,M,Azul,Verano,3.1,No,Recojer en Tienda,No,No,19,PayPal,Mensualmente
3311,45,Femenino,Chaqueta,Ropa exterior,27,Iowa,M,Rosa,Invierno,3.6,No,Envio Gratis,No,No,12,PayPal,Quincena
3312,29,Femenino,Sombrero,Accesorios,52,Florida,L,Azul,Verano,4,No,Express,No,No,18,Transferencia Bancaria ,Anualmente
3313,55,Femenino,Tennis,Calzado,75,Louisiana,L,Negro,Verano,3.9,No,Envio Dia Siguiente,No,No,45,Efectivo,Trimestral
3314,55,Femenino,Sombrero,Accesorios,30,Kansas,XL,Negro,Otoño,3.9,No,Express,No,No,45,Tarjeta de Credito,Mensualmente
3315,55,Femenino,Calcetines,Vestimenta,94,Kansas,M,Violeta,Primavera,3.3,No,Standard,No,No,8,Tarjeta de Credito,Trimestral
3316,48,Femenino,Bufanda,Accesorios,68,Kentucky,S,Dorado,Verano,2.9,No,Standard,No,No,4,PayPal,Cada 3 Meses
3317,42,Femenino,Calcetines,Vestimenta,45,New Mexico,M,Olive,Verano,3.1,No,Envio Gratis,No,No,5,Tarjeta de Debito,Quincena
3318,21,Femenino,Sombrero,Accesorios,67,North Carolina,XL,Rosa,Verano,4.7,No,Standard,No,No,30,Efectivo,Trimestral
3319,45,Femenino,Chaqueta,Ropa exterior,46,North Dakota,M,Olive,Verano,3.9,No,Envio Gratis,No,No,15,PayPal,Mensualmente
3320,23,Femenino,Shorts,Vestimenta,31,North Dakota,M,Indigo,Verano,4.3,No,Envio Dia Siguiente,No,No,17,Tarjeta de Credito,Cada 3 Meses
3321,66,Femenino,Blusa,Vestimenta,44,Illinois,XL,Plateado,Otoño,4.2,No,Envio 2-Dias,No,No,45,Efectivo,Cada 3 Meses
3322,32,Femenino,Abrigo,Ropa exterior,100,Maine,S,Charcoal,Invierno,4.3,No,Envio Dia Siguiente,No,No,3,Venmo,Anualmente
3323,52,Femenino,Sueter,Vestimenta,92,Indiana,XL,Naranja,Invierno,4.6,No,Envio Dia Siguiente,No,No,43,PayPal,Semanalmente
3324,54,Femenino,Bolsa,Accesorios,78,North Dakota,M,Amarillo,Invierno,3.8,No,Envio Gratis,No,No,4,Tarjeta de Credito,Mensualmente
3325,37,Femenino,Playera,Vestimenta,32,Missouri,S,Rojo,Otoño,3.3,No,Standard,No,No,41,Venmo,Semanalmente
3326,29,Femenino,Sandalias,Calzado,97,Alaska,M,Maroon,Otoño,3.7,No,Envio 2-Dias,No,No,16,Venmo,Mensualmente
3327,47,Femenino,Guantes,Accesorios,95,North Dakota,M,Magenta,Verano,4.3,No,Standard,No,No,10,Tarjeta de Debito,Anualmente
3328,47,Femenino,Shorts,Vestimenta,64,Connecticut,M,Negro,Primavera,4.1,No,Express,No,No,2,Tarjeta de Debito,Trimestral
3329,42,Femenino,Sandalias,Calzado,35,Wisconsin,M,Violeta,Primavera,3.2,No,Envio Gratis,No,No,11,Efectivo,Cada 2 semanas
3330,34,Femenino,Mochila,Accesorios,54,New Jersey,M,Gris,Invierno,3.8,No,Express,No,No,1,Tarjeta de Debito,Cada 2 semanas
3331,38,Femenino,Tennis,Calzado,96,Missouri,M,Negro,Primavera,3.2,No,Envio 2-Dias,No,No,41,Transferencia Bancaria ,Trimestral
3332,55,Femenino,Lentes de sol,Accesorios,58,California,M,Rosa,Verano,3.5,No,Envio Gratis,No,No,39,PayPal,Trimestral
3333,27,Femenino,Playera,Vestimenta,23,Washington,M,Plateado,Verano,3.1,No,Envio 2-Dias,No,No,1,PayPal,Cada 2 semanas
3334,55,Femenino,Jeans,Vestimenta,35,Minnesota,M,Violeta,Primavera,4.2,No,Express,No,No,3,PayPal,Mensualmente
3335,66,Femenino,Camiseta,Vestimenta,23,California,M,Beige,Verano,3.4,No,Envio Gratis,No,No,21,Tarjeta de Credito,Anualmente
3336,44,Femenino,Sombrero,Accesorios,94,Texas,XL,Cyan,Invierno,3.5,No,Express,No,No,48,Transferencia Bancaria ,Trimestral
3337,39,Femenino,Blusa,Vestimenta,45,Montana,M,Cafe,Otoño,4,No,Envio Gratis,No,No,24,Tarjeta de Debito,Anualmente
3338,23,Femenino,Chaqueta,Ropa exterior,23,Arizona,L,Azul,Invierno,4.4,No,Envio 2-Dias,No,No,45,Transferencia Bancaria ,Cada 2 semanas
3339,29,Femenino,Falda,Vestimenta,94,Minnesota,L,Blanco,Invierno,2.9,No,Envio 2-Dias,No,No,46,Tarjeta de Credito,Mensualmente
3340,20,Femenino,Guantes,Accesorios,99,Nebraska,M,Cyan,Otoño,3.6,No,Recojer en Tienda,No,No,35,Efectivo,Quincena
3341,42,Femenino,Playera,Vestimenta,36,Virginia,XL,Maroon,Otoño,4.4,No,Envio Gratis,No,No,47,Tarjeta de Credito,Quincena
3342,55,Femenino,Chaqueta,Ropa exterior,50,Connecticut,XL,Olive,Verano,4.5,No,Standard,No,No,35,Tarjeta de Credito,Mensualmente
3343,66,Femenino,Chaqueta,Ropa exterior,81,New Jersey,M,Violeta,Primavera,3.8,No,Envio Gratis,No,No,45,Tarjeta de Credito,Semanalmente
3344,24,Femenino,Shorts,Vestimenta,31,Kentucky,XL,Verde,Invierno,3.6,No,Envio 2-Dias,No,No,6,Efectivo,Cada 2 semanas
3345,62,Femenino,Sombrero,Accesorios,48,Washington,XL,Magenta,Otoño,4.3,No,Envio Gratis,No,No,20,Efectivo,Anualmente
3346,28,Femenino,Bolsa,Accesorios,91,Florida,M,Turquesa,Verano,4,No,Envio 2-Dias,No,No,3,Venmo,Cada 2 semanas
3347,30,Femenino,Jeans,Vestimenta,99,Oklahoma,M,Negro,Verano,3.4,No,Express,No,No,30,Venmo,Trimestral
3348,22,Femenino,Zapatos,Calzado,70,Iowa,XL,Cyan,Verano,4.4,No,Standard,No,No,28,PayPal,Cada 2 semanas
3349,28,Femenino,Playera,Vestimenta,74,New Hampshire,L,Gris,Invierno,2.8,No,Standard,No,No,15,Efectivo,Cada 3 Meses
3350,35,Femenino,Joyeria,Accesorios,79,Georgia,M,Rojo,Otoño,2.8,No,Recojer en Tienda,No,No,29,PayPal,Trimestral
3351,45,Femenino,Bolsa,Accesorios,33,Mississippi,S,Olive,Otoño,4.9,No,Envio 2-Dias,No,No,15,Efectivo,Cada 2 semanas
3352,43,Femenino,Camiseta,Vestimenta,49,New Hampshire,L,Cyan,Primavera,4.2,No,Envio 2-Dias,No,No,18,Transferencia Bancaria ,Quincena
3353,55,Femenino,Cinto,Accesorios,96,Washington,M,Teal,Verano,2.9,No,Envio Dia Siguiente,No,No,7,Transferencia Bancaria ,Cada 2 semanas
3354,31,Femenino,Vestido,Vestimenta,66,Ohio,L,Teal,Otoño,4.6,No,Envio Gratis,No,No,19,Tarjeta de Credito,Cada 3 Meses
3355,42,Femenino,Falda,Vestimenta,45,Maryland,M,Naranja,Otoño,2.8,No,Envio Dia Siguiente,No,No,15,PayPal,Semanalmente
3356,40,Femenino,Blusa,Vestimenta,28,Delaware,M,Durazno,Primavera,2.6,No,Recojer en Tienda,No,No,3,Transferencia Bancaria ,Cada 2 semanas
3357,39,Femenino,Jeans,Vestimenta,48,Tennessee,M,Plateado,Verano,3.5,No,Recojer en Tienda,No,No,13,PayPal,Cada 2 semanas
3358,41,Femenino,Hoodie,Vestimenta,67,Arkansas,M,Rosa,Invierno,3.5,No,Envio Gratis,No,No,37,Tarjeta de Credito,Mensualmente
3359,56,Femenino,Playera,Vestimenta,59,Tennessee,M,Magenta,Otoño,3.4,No,Envio 2-Dias,No,No,26,Efectivo,Anualmente
3360,43,Femenino,Lentes de sol,Accesorios,74,New Hampshire,L,Rojo,Otoño,3.9,No,Envio Dia Siguiente,No,No,29,Tarjeta de Debito,Mensualmente
3361,22,Femenino,Chaqueta,Ropa exterior,81,Minnesota,M,Maroon,Primavera,3.3,No,Envio 2-Dias,No,No,47,Efectivo,Cada 3 Meses
3362,47,Femenino,Zapatos,Calzado,26,Florida,M,Plateado,Primavera,4.1,No,Envio Gratis,No,No,47,Tarjeta de Credito,Cada 2 semanas
3363,50,Femenino,Bolsa,Accesorios,61,Tennessee,M,Gris,Verano,3,No,Envio Dia Siguiente,No,No,48,Venmo,Quincena
3364,58,Femenino,Sueter,Vestimenta,23,California,M,Turquesa,Invierno,3,No,Envio Dia Siguiente,No,No,46,Transferencia Bancaria ,Cada 2 semanas
3365,50,Femenino,Bufanda,Accesorios,33,Oregon,M,Durazno,Otoño,3.2,No,Standard,No,No,7,Tarjeta de Credito,Mensualmente
3366,43,Femenino,Falda,Vestimenta,58,Tennessee,L,Teal,Otoño,3.9,No,Express,No,No,45,Tarjeta de Credito,Cada 3 Meses
3367,38,Femenino,Guantes,Accesorios,65,North Carolina,M,Rojo,Primavera,3.6,No,Envio 2-Dias,No,No,47,Tarjeta de Debito,Trimestral
3368,44,Femenino,Playera,Vestimenta,48,Tennessee,M,Azul,Verano,3.1,No,Recojer en Tienda,No,No,6,Venmo,Quincena
3369,30,Femenino,Sandalias,Calzado,25,Nebraska,M,Azul,Primavera,4.8,No,Express,No,No,29,Transferencia Bancaria ,Cada 3 Meses
3370,47,Femenino,Sueter,Vestimenta,51,Maine,M,Indigo,Invierno,3.8,No,Envio 2-Dias,No,No,42,Efectivo,Mensualmente
3371,30,Femenino,Cinto,Accesorios,31,Illinois,M,Charcoal,Verano,2.8,No,Recojer en Tienda,No,No,46,Efectivo,Quincena
3372,49,Femenino,Hoodie,Vestimenta,99,Colorado,S,Turquesa,Invierno,4,No,Envio Dia Siguiente,No,No,28,PayPal,Anualmente
3373,56,Femenino,Calcetines,Vestimenta,25,Pennsylvania,M,Maroon,Invierno,4.6,No,Envio Gratis,No,No,14,Tarjeta de Credito,Cada 3 Meses
3374,70,Femenino,Sandalias,Calzado,52,Minnesota,M,Morado,Primavera,3.5,No,Recojer en Tienda,No,No,12,Tarjeta de Debito,Cada 3 Meses
3375,22,Femenino,Blusa,Vestimenta,47,Nevada,S,Lavender,Primavera,3.7,No,Envio 2-Dias,No,No,41,Tarjeta de Debito,Anualmente
3376,51,Femenino,Botas,Calzado,98,Connecticut,XL,Amarillo,Otoño,4.9,No,Express,No,No,8,Tarjeta de Credito,Anualmente
3377,22,Femenino,Sombrero,Accesorios,46,Ohio,M,Verde,Invierno,4.1,No,Recojer en Tienda,No,No,24,Efectivo,Trimestral
